77.13824 , 0
77.13824 , 1
77.13824 , 2
77.13756 , 3
77.12808 , 4
77.11657 , 5
77.10641 , 6
77.09761 , 7
77.09016 , 8
77.07932 , 9
77.06849 , 10
77.05833 , 11
77.04817 , 12
77.04005 , 13
77.02921 , 14
77.01906 , 15
77.00958 , 16
76.99739 , 17
76.96421 , 18
76.9791 , 19
76.96963 , 20
76.95541 , 21
76.94795 , 22
76.93983 , 23
76.93035 , 24
76.91816 , 25
76.91003 , 26
76.90191 , 27
76.88905 , 28
76.8782 , 29
76.86737 , 30
76.86331 , 31
76.84639 , 32
76.83826 , 33
76.83216 , 34
76.82201 , 35
76.81455 , 36
76.79966 , 37
76.78747 , 38
76.77663 , 39
76.76715 , 40
76.75835 , 41
76.74616 , 42
76.73804 , 43
76.72855 , 44
76.71772 , 45
76.70486 , 46
76.69403 , 47
76.68589 , 48
76.67642 , 49
76.66761 , 50
76.65542 , 51
76.64797 , 52
76.6385 , 53
76.62834 , 54
76.61818 , 55
76.60938 , 56
76.59651 , 57
76.57484 , 58
76.57754 , 59
76.57484 , 60
76.55859 , 61
76.55046 , 62
76.53556 , 63
76.5166 , 64
76.50577 , 65
76.49291 , 66
76.48342 , 67
76.47598 , 68
76.4631 , 69
76.45363 , 70
76.43873 , 71
76.4306 , 72
76.41909 , 73
76.41232 , 74
76.39472 , 75
76.39133 , 76
76.38117 , 77
76.36898 , 78
76.35815 , 79
76.35002 , 80
76.33648 , 81
76.33309 , 82
76.31752 , 83
76.29923 , 84
76.29923 , 85
76.28637 , 86
76.27824 , 87
76.27012 , 88
76.26064 , 89
76.2559 , 90
76.23897 , 91
76.22746 , 92
76.21865 , 93
76.20647 , 94
76.19766 , 95
76.18886 , 96
76.1787 , 97
76.17261 , 98
76.16042 , 99
76.14349 , 100
76.14011 , 101
76.13062 , 102
76.1137 , 103
76.10421 , 104
76.09879 , 105
76.08525 , 106
76.07374 , 107
76.06359 , 108
76.05478 , 109
76.03853 , 110
76.03514 , 111
76.0216 , 112
76.01077 , 113
76.00061 , 114
75.99316 , 115
75.983 , 116
75.97759 , 117
75.9593 , 118
75.95524 , 119
75.94238 , 120
75.93357 , 121
75.92341 , 122
75.91393 , 123
75.9031 , 124
75.89227 , 125
75.88211 , 126
75.87466 , 127
75.87533 , 128
75.86044 , 129
75.84892 , 130
75.83809 , 131
75.80897 , 132
75.82319 , 133
75.80626 , 134
75.80288 , 135
75.79272 , 136
75.78256 , 137
75.77173 , 138
75.76225 , 139
75.75209 , 140
75.7338 , 141
75.72906 , 142
75.71688 , 143
75.70808 , 144
75.69995 , 145
75.69047 , 146
75.67964 , 147
75.66677 , 148
75.65729 , 149
75.64713 , 150
75.63562 , 151
75.63223 , 152
75.62072 , 153
75.60989 , 154
75.5977 , 155
75.58957 , 156
75.57739 , 157
75.56858 , 158
75.55775 , 159
75.54962 , 160
75.53607 , 161
75.51576 , 162
75.52389 , 163
75.50628 , 164
75.50154 , 165
75.49139 , 166
75.47649 , 167
75.46768 , 168
75.46227 , 169
75.4494 , 170
75.43721 , 171
75.42976 , 172
75.41893 , 173
75.40064 , 174
75.39793 , 175
75.38236 , 176
75.37356 , 177
75.36882 , 178
75.34377 , 179
75.3458 , 180
75.33631 , 181
75.32887 , 182
75.316 , 183
75.30584 , 184
75.29298 , 185
75.28214 , 186
75.27266 , 187
75.26453 , 188
75.25573 , 189
75.24287 , 190
75.23203 , 191
75.21442 , 192
75.1975 , 193
75.1677 , 194
75.17989 , 195
75.1677 , 196
75.15619 , 197
75.15077 , 198
75.13384 , 199
75.12369 , 200
75.11692 , 201
75.10269 , 202
75.09051 , 203
75.07629 , 204
75.06951 , 205
75.06207 , 206
75.04716 , 207
75.0343 , 208
75.02482 , 209
75.01466 , 210
75.00179 , 211
74.98961 , 212
74.97878 , 213
74.96658 , 214
74.94221 , 215
74.94085 , 216
74.93205 , 217
74.9185 , 218
74.90699 , 219
74.8948 , 220
74.88126 , 221
74.8711 , 222
74.85417 , 223
74.84741 , 224
74.82845 , 225
74.81491 , 226
74.8 , 227
74.79188 , 228
74.77766 , 229
74.76073 , 230
74.74854 , 231
74.73364 , 232
74.71468 , 233
74.69978 , 234
74.68286 , 235
74.66795 , 236
74.65374 , 237
74.63342 , 238
74.61717 , 239
74.60092 , 240
74.58534 , 241
74.57044 , 242
74.55013 , 243
74.53591 , 244
74.5183 , 245
74.50138 , 246
74.48377 , 247
74.46481 , 248
74.44043 , 249
74.42824 , 250
74.40386 , 251
74.3849 , 252
74.38287 , 253
74.36527 , 254
74.36527 , 255
